"Submission Num","Car Rental","Gas for Car Rental","Parking and Tolls","Airfare","Ground Transportation"
527.00,$277.65,$60.00,$151.00,$449.96,$0.00
528.00,$0.00,$0.00,$32.00,$344.96,$61.26
529.00,$0.00,$0.00,$0.00,$0.00,$0.00
530.00,$0.00,$0.00,$0.00,$0.00,$0.00
533.00,$0.00,$0.00,$40.00,$0.00,$0.00
534.00,$0.00,$0.00,$0.00,$0.00,$0.00
535.00,$0.00,$0.00,$0.00,$0.00,$0.00
536.00,$0.00,$0.00,$45.00,$0.00,$0.00
537.00,$0.00,$0.00,$1.90,$0.00,$0.00
538.00,$0.00,$0.00,$0.00,$0.00,$0.00
539.00,$0.00,$0.00,$12.00,$0.00,$0.00
540.00,$0.00,$0.00,$0.00,$0.00,$0.00
541.00,$85.68,$14.15,$4.32,$534.36,$34.14
542.00,$0.00,$0.00,$76.15,$0.00,$0.00
543.00,$0.00,$0.00,$143.00,$0.00,$0.00
544.00,$0.00,$0.00,$15.00,$0.00,$0.00
545.00,$0.00,$0.00,$15.00,$0.00,$0.00
546.00,$0.00,$0.00,$0.00,$0.00,$0.00
547.00,$0.00,$0.00,$0.00,$0.00,$0.00
549.00,$0.00,$0.00,$0.00,$0.00,$0.00
550.00,$0.00,$0.00,$0.00,$0.00,$0.00
551.00,$0.00,$0.00,$0.00,$0.00,$0.00
552.00,$0.00,$0.00,$0.00,$0.00,$0.00
553.00,$0.00,$0.00,$0.00,$0.00,$0.00
554.00,$0.00,$0.00,$0.00,$0.00,$0.00
555.00,$0.00,$0.00,$0.00,$0.00,$0.00
556.00,$102.35,$39.37,$30.00,$560.96,$0.00
557.00,$0.00,$0.00,$46.00,$0.00,$0.00
558.00,$0.00,$0.00,$6.00,$0.00,$0.00
559.00,$0.00,$0.00,$49.55,$0.00,$0.00
560.00,$0.00,$0.00,$6.00,$0.00,$0.00
561.00,$0.00,$0.00,$0.00,$0.00,$0.00
562.00,$0.00,$0.00,$0.00,$0.00,$0.00
563.00,$0.00,$0.00,$30.00,$0.00,$0.00
564.00,$0.00,$0.00,$0.00,$0.00,$0.00
565.00,$333.41,$64.00,$100.00,$329.98,$0.00
566.00,$0.00,$0.00,$40.00,$0.00,$0.00
567.00,$219.57,$4.36,$0.00,$966.40,$0.00
568.00,$0.00,$0.00,$0.00,$0.00,$0.00
569.00,$0.00,$0.00,$0.00,$0.00,$0.00
570.00,$0.00,$0.00,$28.00,$0.00,$0.00
571.00,$0.00,$0.00,$58.31,$0.00,$0.00
572.00,$0.00,$0.00,$0.00,$0.00,$0.00
999.00,$75.00,$50.00,$60.00,$25.00,$100.00
573.00,$0.00,$0.00,$0.00,$0.00,$0.00
574.00,$0.00,$0.00,$0.00,$0.00,$0.00
575.00,$0.00,$0.00,$0.00,$0.00,$0.00
576.00,$0.00,$0.00,$33.00,$0.00,$0.00
577.00,$0.00,$0.00,$0.00,$0.00,$0.00
578.00,$0.00,$0.00,$47.78,$0.00,$0.00
579.00,$0.00,$0.00,$6.40,$0.00,$0.00
580.00,$0.00,$0.00,$4.10,$0.00,$0.00
581.00,$0.00,$0.00,$15.00,$0.00,$0.00
582.00,$0.00,$0.00,$15.00,$0.00,$0.00
583.00,$0.00,$0.00,$0.00,$0.00,$0.00
584.00,$0.00,$0.00,$9.99,$0.00,$0.00
585.00,$0.00,$0.00,$79.60,$0.00,$0.00
586.00,$0.00,$0.00,$79.60,$0.00,$0.00
587.00,$0.00,$0.00,$47.78,$0.00,$0.00
588.00,$0.00,$0.00,$40.00,$0.00,$0.00
589.00,$0.00,$0.00,$2.19,$0.00,$0.00
590.00,$0.00,$0.00,$16.19,$0.00,$0.00
591.00,$0.00,$0.00,$3.00,$0.00,$0.00
592.00,$0.00,$0.00,$3.05,$0.00,$0.00
593.00,$0.00,$0.00,$0.00,$0.00,$0.00
594.00,$0.00,$0.00,$0.00,$0.00,$0.00
595.00,$0.00,$0.00,$0.00,$0.00,$0.00
596.00,$0.00,$0.00,$10.90,$0.00,$0.00
597.00,$0.00,$0.00,$0.00,$0.00,$0.00
598.00,$0.00,$0.00,$67.09,$0.00,$0.00
599.00,$0.00,$0.00,$10.90,$0.00,$0.00
600.00,$0.00,$0.00,$2.15,$0.00,$0.00
601.00,$0.00,$0.00,$0.00,$0.00,$0.00
602.00,$0.00,$0.00,$0.00,$0.00,$0.00
603.00,$151.51,$12.50,$0.00,$732.76,$0.00
604.00,$0.00,$0.00,$0.00,$0.00,$0.00
605.00,$0.00,$0.00,$27.00,$0.00,$0.00
606.00,$0.00,$0.00,$0.00,$0.00,$0.00
607.00,$0.00,$0.00,$0.00,$0.00,$0.00
608.00,$0.00,$0.00,$0.00,$0.00,$0.00
609.00,$0.00,$0.00,$40.00,$0.00,$0.00
610.00,$0.00,$0.00,$0.00,$0.00,$0.00
611.00,$0.00,$0.00,$49.00,$0.00,$0.00
612.00,$0.00,$0.00,$0.00,$0.00,$0.00
613.00,$1279.84,$34.74,$0.00,$1002.29,$0.00
614.00,$0.00,$0.00,$0.00,$394.19,$0.00
615.00,$274.00,$25.00,$64.00,$659.00,$0.00
616.00,$0.00,$0.00,$27.61,$0.00,$0.00
617.00,$0.00,$0.00,$16.90,$0.00,$0.00
618.00,$0.00,$0.00,$37.52,$0.00,$0.00
619.00,$0.00,$0.00,$111.95,$0.00,$0.00
620.00,$0.00,$0.00,$152.14,$0.00,$0.00
621.00,$0.00,$0.00,$0.00,$0.00,$0.00
622.00,$0.00,$0.00,$5.00,$0.00,$0.00
623.00,$522.23,$70.00,$37.00,$0.00,$44.95
624.00,$644.69,$105.00,$0.00,$353.48,$0.00
625.00,$0.00,$0.00,$0.00,$0.00,$0.00
626.00,$0.00,$0.00,$3.00,$0.00,$0.00
627.00,$0.00,$0.00,$1.50,$0.00,$0.00
628.00,$0.00,$0.00,$12.20,$0.00,$0.00
629.00,$0.00,$0.00,$6.20,$0.00,$0.00
630.00,$0.00,$0.00,$17.56,$0.00,$0.00
631.00,$0.00,$0.00,$3.10,$0.00,$0.00
632.00,$273.23,$37.01,$135.00,$473.96,$0.00
633.00,$0.00,$0.00,$4.70,$0.00,$0.00
634.00,$0.00,$0.00,$4.70,$0.00,$0.00
635.00,$0.00,$0.00,$4.70,$0.00,$0.00
641.00,$0.00,$0.00,$144.22,$0.00,$0.00
642.00,$0.00,$0.00,$28.02,$0.00,$0.00
643.00,$0.00,$0.00,$0.00,$0.00,$0.00
644.00,$0.00,$0.00,$0.00,$0.00,$0.00
645.00,$0.00,$0.00,$0.00,$0.00,$0.00
646.00,$0.00,$0.00,$0.00,$0.00,$0.00
647.00,$0.00,$0.00,$188.72,$0.00,$0.00
648.00,$0.00,$0.00,$62.00,$0.00,$0.00
649.00,$0.00,$0.00,$0.00,$0.00,$0.00
650.00,$0.00,$0.00,$0.00,$0.00,$0.00
651.00,$0.00,$0.00,$0.00,$0.00,$0.00
652.00,$0.00,$0.00,$0.00,$0.00,$0.00
653.00,$0.00,$0.00,$0.00,$0.00,$0.00
654.00,$0.00,$0.00,$0.00,$0.00,$0.00
655.00,$0.00,$0.00,$0.00,$0.00,$0.00
656.00,$0.00,$0.00,$0.00,$0.00,$0.00
657.00,$0.00,$0.00,$0.00,$0.00,$0.00
658.00,$0.00,$48.64,$0.00,$0.00,$0.00
659.00,$0.00,$0.00,$0.00,$0.00,$0.00
660.00,$0.00,$0.00,$0.00,$0.00,$0.00
661.00,$0.00,$0.00,$0.00,$0.00,$0.00
662.00,$466.91,$49.00,$0.00,$0.00,$0.00
663.00,$0.00,$0.00,$79.60,$0.00,$0.00
664.00,$0.00,$0.00,$0.00,$0.00,$0.00
665.00,$303.03,$47.00,$163.60,$561.37,$0.00
666.00,$1103.87,$109.12,$0.00,$811.58,$0.00
668.00,$0.00,$0.00,$0.00,$0.00,$0.00
669.00,$0.00,$0.00,$20.00,$0.00,$0.00
670.00,$0.00,$0.00,$15.00,$0.00,$0.00
671.00,$0.00,$0.00,$0.00,$0.00,$0.00
672.00,$0.00,$0.00,$0.00,$0.00,$0.00
673.00,$0.00,$0.00,$0.00,$0.00,$0.00
674.00,$0.00,$0.00,$60.01,$0.00,$176.69
675.00,$0.00,$0.00,$18.39,$0.00,$0.00
676.00,$0.00,$0.00,$3.78,$0.00,$0.00
677.00,$0.00,$0.00,$29.61,$0.00,$0.00
678.00,$0.00,$0.00,$37.34,$0.00,$0.00
679.00,$397.96,$17.80,$0.00,$796.66,$0.00
680.00,$300.71,$17.49,$0.00,$330.36,$0.00
681.00,$0.00,$0.00,$0.00,$0.00,$0.00
682.00,$0.00,$0.00,$60.00,$0.00,$0.00
683.00,$93.47,$40.00,$0.00,$452.66,$0.00
684.00,$0.00,$0.00,$0.00,$0.00,$0.00
685.00,$0.00,$0.00,$0.00,$0.00,$0.00
686.00,$0.00,$0.00,$0.00,$0.00,$0.00
687.00,$0.00,$0.00,$0.00,$0.00,$0.00
688.00,$0.00,$0.00,$0.00,$0.00,$0.00
689.00,$0.00,$0.00,$0.00,$0.00,$0.00
690.00,$0.00,$0.00,$0.00,$0.00,$0.00
691.00,$0.00,$0.00,$0.00,$0.00,$0.00
692.00,$0.00,$0.00,$11.58,$0.00,$0.00
693.00,$0.00,$0.00,$0.00,$0.00,$0.00
694.00,$0.00,$0.00,$0.00,$0.00,$0.00
695.00,$0.00,$0.00,$0.00,$0.00,$0.00
696.00,$0.00,$0.00,$0.00,$0.00,$0.00
697.00,$0.00,$0.00,$0.00,$0.00,$0.00
698.00,$0.00,$0.00,$0.00,$0.00,$0.00
699.00,$0.00,$0.00,$0.00,$0.00,$0.00
700.00,$0.00,$0.00,$0.00,$0.00,$0.00
701.00,$0.00,$0.00,$0.00,$0.00,$0.00
702.00,$0.00,$0.00,$0.00,$0.00,$0.00
703.00,$0.00,$0.00,$0.00,$0.00,$0.00
704.00,$0.00,$0.00,$0.00,$0.00,$0.00
705.00,$0.00,$0.00,$0.00,$0.00,$0.00
706.00,$0.00,$0.00,$5.80,$0.00,$0.00
707.00,$0.00,$0.00,$23.23,$0.00,$0.00
708.00,$0.00,$0.00,$23.23,$0.00,$0.00
709.00,$0.00,$0.00,$0.00,$0.00,$0.00
710.00,$0.00,$0.00,$12.97,$0.00,$0.00
711.00,$0.00,$0.00,$1.65,$0.00,$0.00
712.00,$0.00,$0.00,$40.36,$0.00,$0.00
713.00,$1006.80,$57.54,$0.00,$0.00,$0.00
714.00,$0.00,$0.00,$3.00,$0.00,$0.00
715.00,$0.00,$0.00,$8.44,$0.00,$0.00
716.00,$0.00,$0.00,$1.65,$0.00,$0.00
717.00,$977.48,$0.00,$69.00,$172.97,$0.00
718.00,$246.73,$97.04,$0.00,$0.00,$0.00
719.00,$0.00,$0.00,$7.00,$0.00,$0.00
720.00,$0.00,$0.00,$6.90,$0.00,$0.00
721.00,$0.00,$0.00,$4.05,$0.00,$0.00
722.00,$0.00,$0.00,$1.90,$0.00,$0.00
723.00,$0.00,$0.00,$6.40,$0.00,$0.00
726.00,$0.00,$0.00,$0.00,$0.00,$0.00
729.00,$0.00,$0.00,$0.00,$0.00,$0.00
730.00,$0.00,$944.95,$33.99,$292.07,$0.00
731.00,$0.00,$0.00,$0.00,$0.00,$0.00
732.00,$0.00,$0.00,$13.00,$0.00,$0.00
733.00,$0.00,$0.00,$43.69,$0.00,$0.00
734.00,$465.48,$71.24,$0.00,$506.25,$0.00
735.00,$0.00,$0.00,$0.00,$0.00,$0.00
736.00,$0.00,$0.00,$0.00,$0.00,$0.00
737.00,$0.00,$0.00,$45.00,$0.00,$0.00
738.00,$181.53,$12.44,$32.34,$784.13,$0.00
739.00,$0.00,$0.00,$0.00,$0.00,$0.00
740.00,$0.00,$0.00,$0.00,$0.00,$0.00
741.00,$0.00,$0.00,$0.00,$0.00,$0.00
742.00,$0.00,$0.00,$0.00,$0.00,$0.00
743.00,$0.00,$0.00,$0.00,$0.00,$0.00
744.00,$0.00,$0.00,$0.00,$0.00,$0.00
746.00,$0.00,$0.00,$0.00,$0.00,$0.00
747.00,$269.05,$80.00,$0.00,$804.46,$0.00
748.00,$0.00,$0.00,$0.00,$0.00,$0.00
749.00,$0.00,$0.00,$0.00,$0.00,$0.00
750.00,$0.00,$170.76,$62.13,$331.18,$0.00
751.00,$0.00,$0.00,$0.00,$0.00,$0.00
752.00,$0.00,$0.00,$0.00,$0.00,$0.00
753.00,$0.00,$0.00,$0.00,$0.00,$0.00
755.00,$199.63,$12.00,$43.00,$736.36,$0.00
756.00,$0.00,$0.00,$0.00,$0.00,$0.00
757.00,$0.00,$0.00,$0.00,$0.00,$0.00
758.00,$0.00,$0.00,$0.00,$0.00,$0.00
759.00,$0.00,$0.00,$0.00,$0.00,$0.00
760.00,$0.00,$0.00,$0.00,$0.00,$0.00
761.00,$0.00,$0.00,$0.00,$0.00,$0.00
762.00,$0.00,$0.00,$0.00,$0.00,$0.00
763.00,$0.00,$0.00,$0.00,$0.00,$0.00
764.00,$0.00,$0.00,$0.00,$0.00,$0.00
765.00,$0.00,$0.00,$0.00,$0.00,$0.00
766.00,$0.00,$0.00,$0.00,$0.00,$0.00
767.00,$0.00,$0.00,$0.00,$0.00,$0.00
768.00,$0.00,$0.00,$0.00,$0.00,$0.00
769.00,$471.70,$52.50,$0.00,$0.00,$0.00
770.00,$0.00,$0.00,$99.17,$0.00,$0.00
771.00,$0.00,$0.00,$23.95,$0.00,$0.00
772.00,$0.00,$0.00,$0.00,$0.00,$0.00
773.00,$0.00,$0.00,$102.42,$0.00,$0.00
774.00,$0.00,$0.00,$88.28,$0.00,$0.00
775.00,$0.00,$0.00,$15.70,$0.00,$0.00
776.00,$0.00,$0.00,$26.29,$0.00,$0.00
777.00,$0.00,$0.00,$102.42,$0.00,$0.00
778.00,$0.00,$0.00,$23.16,$0.00,$0.00
779.00,$0.00,$0.00,$0.00,$0.00,$0.00
780.00,$0.00,$0.00,$5.80,$0.00,$0.00
781.00,$285.97,$68.00,$64.98,$0.00,$0.00
782.00,$396.00,$45.00,$15.00,$0.00,$0.00
783.00,$0.00,$0.00,$0.00,$0.00,$0.00
784.00,$309.92,$68.00,$36.05,$328.48,$0.00
785.00,$0.00,$0.00,$0.00,$0.00,$0.00
786.00,$878.46,$37.00,$110.00,$913.66,$0.00
787.00,$0.00,$0.00,$0.00,$0.00,$0.00
788.00,$0.00,$0.00,$0.00,$0.00,$0.00
789.00,$0.00,$0.00,$0.00,$0.00,$0.00
790.00,$0.00,$0.00,$0.00,$0.00,$0.00
791.00,$0.00,$0.00,$1.90,$0.00,$0.00
792.00,$0.00,$0.00,$15.90,$0.00,$0.00
793.00,$0.00,$0.00,$1.90,$0.00,$0.00
794.00,$0.00,$0.00,$23.16,$0.00,$0.00
795.00,$0.00,$0.00,$0.00,$0.00,$0.00
796.00,$0.00,$0.00,$88.28,$0.00,$0.00
797.00,$644.67,$105.00,$0.00,$353.48,$0.00
798.00,$0.00,$0.00,$2.07,$0.00,$0.00
799.00,$0.00,$0.00,$0.00,$0.00,$0.00
800.00,$0.00,$0.00,$5.80,$0.00,$0.00
801.00,$0.00,$0.00,$0.00,$0.00,$0.00
802.00,$0.00,$0.00,$0.00,$0.00,$0.00
803.00,$0.00,$0.00,$0.00,$0.00,$0.00
804.00,$0.00,$0.00,$0.00,$0.00,$0.00
805.00,$0.00,$0.00,$0.00,$0.00,$0.00
806.00,$557.91,$49.00,$0.00,$0.00,$0.00
807.00,$285.97,$68.00,$65.00,$0.00,$0.00
808.00,$0.00,$0.00,$0.00,$0.00,$0.00
809.00,$0.00,$0.00,$0.00,$0.00,$0.00
810.00,$0.00,$0.00,$0.00,$0.00,$0.00
811.00,$0.00,$0.00,$0.00,$0.00,$0.00
812.00,$0.00,$0.00,$0.00,$0.00,$0.00
813.00,$0.00,$0.00,$0.00,$0.00,$0.00
814.00,$0.00,$0.00,$0.00,$0.00,$0.00
815.00,$0.00,$0.00,$0.00,$0.00,$0.00
816.00,$0.00,$0.00,$0.00,$0.00,$0.00
817.00,$0.00,$0.00,$0.00,$0.00,$0.00
818.00,$0.00,$0.00,$0.00,$0.00,$0.00
819.00,$0.00,$0.00,$0.00,$0.00,$0.00
820.00,$0.00,$0.00,$0.00,$0.00,$0.00
821.00,$0.00,$0.00,$0.00,$0.00,$0.00
822.00,$0.00,$0.00,$0.00,$0.00,$0.00
823.00,$0.00,$0.00,$0.00,$0.00,$0.00
824.00,$0.00,$0.00,$0.00,$0.00,$0.00
825.00,$0.00,$0.00,$0.00,$0.00,$0.00
826.00,$0.00,$0.00,$0.00,$0.00,$0.00
827.00,$0.00,$0.00,$0.00,$0.00,$0.00
828.00,$0.00,$0.00,$0.00,$0.00,$0.00
829.00,$303.26,$14.85,$82.75,$311.78,$0.00
830.00,$0.00,$0.00,$1.90,$0.00,$0.00
831.00,$0.00,$0.00,$0.00,$0.00,$0.00
